ID                       FIRST NAME               LAST NAME                DESTINATION              AIRPORT ARRIVAL          DESTINATION ARRIVAL      CLASS
977O05942N7I48349        WALTER                   ALLEN                    OSLO                     0                        1290                     B
94790795727733           RICK                     BING                     FRANKFURT                0                        991                      B
O62P1933KI246H220C       CHANDRA                  BAKER                    KIEV                     0                        1016                     B
4J923784I83QV5           RAVEN                    SINCLAIR                 MOSCOW                   0                        1029                     B
193V921G0BF72P19B        PHIL                     SHELBY                   HAMBURG                  0                        361                      B
42T3239Q229TK            ALANA                    GORDON                   DUBLIN                   0                        1153                     B
745487663Y85647689       RICK                     FROST                    ALEXANDROUPOLI           0                        1383                     B
2IC88844Y1WY4730         ALFRED                   LAWTON                   PERTH                    0                        749                      B
8V035J348371V4409O       BERNARD                  BARRET                   BASEL                    0                        1407                     B
3615754ER9G8566          LUKE                     FORD                     BARCELONA                0                        187                      B
787600S9615DWKO48        JEAN                     QUEEN                    PERTH                    0                        536                      B
54412WG7W06X5            LUKE                     CORLEONNE                RHODES                   0                        52                       B
79624GN396N8967205       MIRANDA                  SMOAK                    BARCELONA                0                        1082                     B
N2P934E56JH8454          FELICITY                 SCHRADER                 HAVANA                   0                        543                      B
3703G7N09VA311           JAMES                    GREEN                    VIGO                     0                        146                      B
ZJ3A0X81C0H2008YEW       ROBERT                   MURDOCK                  ICARIA                   0                        172                      B
B877E1244BP5G46V         ELLIOT                   UNDERWOOD                ROME                     0                        293                      B
U5907F9692C99            REED                     SIMMONS                  BOSTON                   0                        591                      B
0098014542115            RAVEN                    BENNET                   BOLOGNA                  0                        428                      B
55139GE680270            MOLLY                    SMOAK                    LONDON                   0                        594                      B
21800L98427T6X0R         REMY                     BURROWS                  PHOENIX                  0                        975                      B
9HGI328B941D5F40         ANGELLA                  BURGESS                  WASHIGTON                0                        1094                     B
0513245836UB7            REED                     WHITE                    MYTILENE                 0                        868                      B
0A262V36J952269          SONNY                    GREEN                    LEMNOS                   0                        957                      B
11690PE6G10J0            LUCAS                    LANNISTER                MILAN                    0                        1427                     B
37SVB3J9364Q4C15X        ROBERT                   SMITH                    ZANTE                    0                        466                      B
7893162425627F           CLARK                    HADLEY                   PHOENIX                  0                        1010                     B
9AC94L86417072I          HANNIBAL                 DENT                     CANBERRA                 0                        1234                     B
1819F6R7WU2RP            CHANDLER                 WHEELER                  ZANTE                    0                        809                      B
2D082F48261P0P627        JOANNA                   CUDDY                    PRAGUE                   0                        1364                     B
15047288X1M655P          MARIE                    GORDON                   BARCELONA                0                        1146                     B
J602Z0OP52483Q2L         PHIL                     MAY                      STOCKHOLM                0                        1012                     B
QNTK6CTIM32W86715        LISA                     LANG                     LYON                     0                        940                      B
69K7450R77967            ANGELLA                  BURROWS                  GUATEMALA                0                        813                      B
53V1I1Y907764HC05        GAVIN                    BELSON                   PERTH                    0                        1220                     B
2H2LUC515932585          DAISY                    SMOAK                    LEIPZIG                  0                        1336                     B
BR36753089972            EMMA                     MAYFIELD                 MALTA                    0                        1060                     B
55X84L8A50754L7755       WILL                     HENDRICKS                NAPOLI                   0                        657                      B
877KG4187366341          MAX                      JOHNSON                  DOHA                     0                        362                      B
RJ79DI08XG1SD85727       LUCAS                    JONES                    GLASGOW                  0                        399                      B
H535319N15190            THOMAS                   LANCE                    BRISTOL                  0                        506                      B
0T286RU4M87294           BARRY                    JOHNSON                  MONTEVIDEO               0                        136                      B
1I31M329966480HR         BARRY                    CORLEONNE                DOHA                     0                        168                      B
8853084628119            SYD                      HOUSE                    HERAKLION                0                        867                      B
J83NF9067670U            SYD                      MURDOCK                  RABAT                    0                        48                       B
26A1910664429072         STEVE                    BANNER                   PERTH                    0                        435                      B
B0356363204WP29          MATTHEW                  LOWE                     LONDON                   0                        1413                     B
7J1FE5K705H8D            ALFRED                   ALDERSON                 BERLIN                   0                        319                      B
0H36YP8V46256            HANNAH                   KAPOOR                   MONACO                   0                        709                      B
518818B7D4690            REED                     ALDERSON                 PATRAS                   0                        1294                     B
2057H60WV024KH           BETH                     OSWALD                   ZAGREB                   0                        1224                     B
4W85U76224R7286J         HANNAH                   FORD                     BUCHAREST                0                        1247                     B
855CHB8BWB4694605        FRANK                    SNOW                     VOLOS                    0                        314                      B
1M545Y637O5590J5         GRACE                    SULLIVAN                 KAVALA                   0                        366                      B
30K0202Z26HJ82           JOEY                     BUFFAY                   JERUSALEM                0                        621                      B
2U2303M737105            SYD                      DURANT                   LEIPZIG                  0                        1167                     B
EP4201158L4938I3         JAMES                    CUDDY                    KAVALA                   0                        102                      B
6393001T5B5157634        SHERLOCK                 SANCHEZ                  BRISTOL                  0                        520                      B
G87Q6Q0O56UP444          LAUREL                   JONES                    VIGO                     0                        796                      B
89X5O6S1EX9603           ALLISON                  DARKHOLME                MYTILENE                 0                        336                      B
185825331H3J4U7212       ALFRED                   WANE                     BANGKOK                  0                        1413                     B
0S68ZER5BS21158          MELANIE                  MAY                      ICARIA                   0                        221                      B
X355EU7P6Y37Z2           REMY                     JENSEN                   LISBON                   0                        398                      B
964KA4344F29W69096       WALTER                   TANCERDI                 OTTAWA                   0                        622                      B
872947701AT78            GAVIN                    MAY                      RECIFE                   0                        540                      B
801793157H4054127        BETH                     CAMERON                  MELBOURNE                0                        294                      B
1132346431456447         MIRANDA                  BARRET                   COPEGHAGEN               0                        631                      B
1V0Q89360687RX544Y       TONY                     TRIBBIANI                PHOENIX                  0                        1214                     B
06099515K1636U6Z         BARRY                    CRIMSON                  GUATEMALA                0                        1360                     B
7T2Z727J5550J5U782       MAX                      BREAM                    PATRAS                   0                        991                      B
300N4IN54625055953       CLARA                    WHITE                    BERLIN                   0                        85                       B
5B7098V0OC8194           CLARA                    MURDOCK                  HERAKLION                0                        1087                     B
0213B50171N1D4I          DAVID                    TRIBBIANI                LARNACA                  0                        1397                     B
0L351087F8925L4          CHLOE                    KEAN                     SOFIA                    0                        1151                     B
61S31836180O0            MIRANDA                  SNOW                     LISBON                   0                        1159                     B
7862H2BQZ37N97           JEMMA                    FLOOD                    MALAGA                   0                        23                       B
42N7E567NSY7J628         BARRY                    KAPOOR                   VOLOS                    0                        282                      B
060499377235548B93       MOLLY                    WELLICK                  SEVILLE                  0                        938                      B
V665L7UPRI08301          HANNAH                   PARKER                   GLASGOW                  0                        1041                     B
8775010R5GY877225W       HARLEY                   SMOAK                    LEMNOS                   0                        609                      B
787K521XW3L346R          STEVEN                   DENT                     VIGO                     0                        650                      B
MN6R8761ZR7829           JEAN                     HOOPER                   OTTAWA                   0                        1358                     B
046LVY9D57M45P           BARBARA                  STORM                    MUNICH                   0                        1354                     B
0FEM6U03327H8K5          AMY                      DENT                     KEFALONIA                0                        1065                     B
165B6F95E9263            PETER                    ORGANA                   BIRMINGHAM               0                        1358                     B
58771124K19085515V       HARVEY                   PENNYWORTH               ROME                     0                        1126                     B
108477683R2974           SONNY                    KHAN                     HERAKLION                0                        784                      B
9W0DPB41439G9K30         ALLISON                  FOREMAN                  BRUSSELS                 0                        1069                     B
3510372139F97            LAURIE                   HARRINGTON               ALEXANDRIA               0                        1379                     B
BK45713957KE41G          CHANDLER                 TANCERDI                 HAVANA                   0                        1101                     B
688123O77Z223K5B8W       IRENE                    OSWALD                   HERAKLION                0                        46                       B
8X864WUN074800M532       FLOYD                    CORLEONNE                VIGO                     0                        191                      B
1HP0855D56R15254V0       MELANIE                  JONES                    LISBON                   0                        496                      B
W617UW63426LG16519       LAURIE                   DENT                     SYDNEY                   0                        667                      B
84Y9U7Z4TJ4366412        JOYCE                    KENT                     CORFU                    0                        556                      B
91W475482Y0664A73        MAX                      HOLMES                   JOHANNESBURG             0                        316                      B
M76O785054874            HARVEY                   BIRD                     MELBOURNE                0                        529                      B
0975WK1W123215GE3        LORNA                    DARKHOLME                ROME                     0                        1107                     B
8LN9K4G488V32            CLAIRE                   GELLER                   JERUSALEM                0                        1051                     B
0I8JV585I9J254W28        JAMES                    SNOW                     MALTA                    0                        179                      B
1C602027999S8            CHLOE                    KENT                     SYDNEY                   0                        838                      B
U54M706AO40206           LEIA                     GRAHAM                   KEFALONIA                0                        15                       B
L053610U55487            EMMA                     HALLER                   VIGO                     0                        637                      B
Q203364S756273S          FRANK                    CAGE                     GENOA                    0                        664                      B
O4091157I3756N4          MATTHEW                  XAVIER                   DOHA                     0                        1304                     B
8225268676W513           RACHEL                   SMOAK                    ROME                     0                        976                      B
324F58H32Z938HK          ANGELLA                  JENSEN                   NICE                     0                        749                      B
1OUW1519H3T93977         COURTNEY                 GREY                     HAVANA                   0                        218                      B
V33P0249E4F838746        WILL                     RODGERS                  DOHA                     0                        340                      B
269YUVL20J5157           IRENE                    SIMMONS                  BANGKOK                  0                        990                      B
I763J767V49MM73          RAVEN                    POND                     OSLO                     0                        413                      B
39X42714122731           GRACE                    QUEEN                    ALEXANDROUPOLI           0                        332                      B
38936D4076ES5            REMY                     SMOAK                    SAMOS                    0                        925                      B
550039988366J6Z          MONICCA                  RODGERS                  LIVERPOOL                0                        1313                     B
C49NE9PV7UP3331984       MAEVE                    KYLE                     WARSAW                   0                        191                      B
8PV20Z0N791233173        LANA                     PARKER                   NEWCASTLE                0                        837                      B
8521BW072766P0           JESSICA                  WELLICK                  ROME                     0                        959                      B
23264B906IC1C0           CLAY                     UNDERWOOD                WASHIGTON                0                        686                      B
5M839A19055YU5M5E4       LUCAS                    CRIMSON                  DORTMUND                 0                        1192                     B
729711C864968H44         REED                     LANG                     FRANKFURT                0                        945                      B
630785372G986V1LT        ALLISON                  FROST                    NAPOLI                   0                        743                      B
8404W695897HJC           CLAIRE                   QUEEN                    OTTAWA                   0                        106                      B
39V795B8G67Z18409        LORNA                    LANE                     ROME                     0                        609                      B
B6825O2850279R9          TONY                     XAVIER                   LYON                     0                        193                      B
8TT322Y15Y151092NY       GRACE                    HOLMES                   BERLIN                   0                        35                       B
9Z25132994686N00N3       SYD                      QUEEN                    CASABLANCA               0                        853                      B
625D337998768            BARRY                    BAKER                    LIVERPOOL                0                        168                      B
F19408C845V83K2R         JOYCE                    KEAN                     VIGO                     0                        169                      B
526E7957D0587E           GRACE                    KAPOOR                   CANBERRA                 0                        994                      B
J7H51168O5Z78            BRUCE                    SHELBY                   BRISTOL                  0                        70                       B
G6M4J797Q025E93          JOEY                     SANCHEZ                  SAMOS                    0                        1065                     B
1M251B3Y6D6O23           PETER                    HADLEY                   GLASGOW                  0                        1272                     B
0G62400167771N5          GAVIN                    BAKER                    ATLANTA                  0                        888                      B
8EWVQ53OE19PJ745         JEAN                     FOREMAN                  JERUSALEM                0                        677                      B
93145VQ6K52X3V67E2       DAVID                    FROST                    BREMEN                   0                        247                      B
02F4U394O8K7O356PN       SYD                      MILLAY                   MARSEILLE                0                        1080                     B
769E72U865Z853           LANA                     CARTER                   LYON                     0                        528                      B
1I395GF8P107PN907        LEIA                     MILLAY                   LILLE                    0                        313                      B
6P4888B258A90            BARBARA                  KHAN                     RABAT                    0                        1434                     B
6ZB9E255S36W33215        ALANA                    SHELBY                   GENOA                    0                        1400                     B
90T280D47C0A25BS7        ROBERT                   STARK                    ALEXANDRIA               0                        767                      B
173326V9I96259           JEMMA                    WANE                     BIRMINGHAM               0                        899                      B
Y49414M8907X1J6          FRANK                    KYLE                     NEWCASTLE                0                        5                        B
3MJ1P627N7172            PHOEBE                   DURANT                   OSLO                     0                        1166                     B
I632I701923N986F         TEDDY                    HOOPER                   PRAGUE                   0                        374                      B
470M9472M83D7            SONNY                    GORDON                   CASABLANCA               0                        140                      B
7007914JF58F1ED          DAISY                    BUFFAY                   ANKARA                   0                        1407                     B
217001F551M4C28D         MATTHEW                  HALLER                   KAVALA                   0                        947                      B
0H8V8120MB134GH27M       CLARA                    CORLEONNE                BASEL                    0                        856                      B
742Z041479K13            MAEVE                    HOUSE                    LAGOS                    0                        556                      B
3845C35204T064           ROSE                     WANE                     LEMNOS                   0                        825                      B
65M2N969T3YN06M          JESSICA                  BARRET                   LEEDS                    0                        758                      B
049VJ70827052NL7         SHERLOCK                 BIRD                     LIVERPOOL                0                        584                      B
4941014502676355         CLARK                    ALLEN                    HERAKLION                0                        374                      B
57KJ51SIV005D7           COURTNEY                 HALLER                   CHANIA                   0                        335                      B
83X832626347532          DAVID                    STARK                    NICOSIA                  0                        1437                     B
79844175836S12762        ROSE                     SULLIVAN                 LONDON                   0                        1229                     B
6I3B64ASQ46N75041        PHIL                     DARKHOLME                CHANIA                   0                        762                      B
O9231911190L3O5          SYD                      LECTER                   NAPOLI                   0                        1271                     B
884752594D65I2G6         LUKE                     QUINN                    PHOENIX                  0                        1041                     B
F21V75LB10061            CATHERINE                XAVIER                   BARCELONA                0                        24                       B
3643X0648459A            CHANDLER                 SULLIVAN                 ROME                     0                        679                      B
284SZ58D1C855            BRUCE                    PENNYWORTH               RABAT                    0                        642                      B
4B31R64J53440P593        ALFRED                   MAYFIELD                 KAVALA                   0                        256                      B
93692346890T1X23         ERIC                     QUINN                    OTTAWA                   0                        1438                     B
S24ONK3002505            SHERLOCK                 OSWALD                   VALENCIA                 0                        1324                     B
122RA8GG6V36892668       CLARA                    HOUSE                    ROME                     0                        243                      B
3127196O736469           LEIA                     FROST                    VOLOS                    0                        1141                     B
5JPOAPD622E85Q           BARRY                    GELLER                   GUATEMALA                0                        718                      B
1F76955E842C5            FELICITY                 DANE                     MELBOURNE                0                        836                      B
06F0307134005Z0V         PETER                    CUDDY                    DORTMUND                 0                        1362                     B
1E4X422041292            ALFRED                   SHELBY                   OSLO                     0                        1008                     B
1W0647X942F90564         LOIS                     MILLAY                   CORFU                    0                        1311                     B
8D44ST0817W456           NANCY                    POND                     HERAKLION                0                        763                      B
714T728741U3V            GRACE                    DURANT                   HAVANA                   0                        433                      B
21X79054199435L          CHARLES                  TANCERDI                 MARSEILLE                0                        965                      B
0304833379820            RICHARD                  QUINN                    BASEL                    0                        1164                     B
3W7635M48835M            HARVEY                   HENDRICKS                LIVERPOOL                0                        1242                     B
824L0GN788XL17           CLARK                    LANE                     DUBLIN                   0                        526                      B
4F4165FV0S01PF710        CLAY                     LANCE                    MUNICH                   0                        255                      B
73561I2F699619           JAMES                    STARK                    LILLE                    0                        1372                     B
178Q37Q35012752284       CLARA                    HOUSE                    GLASGOW                  0                        510                      B
D4T5DH6561863            BRUCE                    HOOPER                   LEMNOS                   0                        1429                     B
L04J72X740640JR05        ALLISON                  FLOOD                    CORFU                    0                        1250                     B
87780G3F4347G7M9         JEAN                     BIRD                     CANBERRA                 0                        547                      B
97B4313S198732FQWA       SUSAN                    KANE                     VOLOS                    0                        467                      B
RTW5456375203            MICHAEL                  LECTER                   NEWCASTLE                0                        534                      B
1041545H6I08993463       CLAY                     ORGANA                   PRAGUE                   0                        928                      B
78D3M3VK5O159437         HANNAH                   PARKER                   ZANTE                    0                        1409                     B
730F0526792044           DOLORES                  WATSON                   CANBERRA                 0                        160                      B
AEH44913168219V          RICK                     CAMERON                  INSTABUL                 0                        124                      B
4H6M19L39005OJ           LAUREL                   TRIBBIANI                SYDNEY                   0                        185                      B
44922ZD3X7C2H6FA62       DEXTER                   CUDDY                    GENOA                    0                        740                      B
6167KXU69GP5C962         LUKE                     PARKER                   LISBON                   0                        413                      B
4F57H14342FD8V030        SARAH                    FLOOD                    ZANTE                    0                        20                       B
2784371K292X5N6X1        EMMA                     KHAN                     HAVANA                   0                        419                      B
530T0P4JS1235            BETH                     TRIBBIANI                MOSCOW                   0                        260                      B
7X01X2GV9JI87            JAMES                    CUDDY                    MYTILENE                 0                        154                      B
7051260MST996817W9       WALTER                   OSWALD                   THESSALONIKI             0                        1013                     B
FY7L30L55A75251506       FRANK                    KHAN                     RECIFE                   0                        541                      B
KO359P1B42865D06A8       MICHAEL                  GORDON                   KIEV                     0                        882                      B
55064653468XZ56RR5       LINCOLN                  WHEELER                  ALEXANDROUPOLI           0                        22                       B
918C5I1648YS29           DEXTER                   SULLIVAN                 LONDON                   0                        703                      B
5223668L4243KZ           FLOYD                    MAYFIELD                 THESSALONIKI             0                        1409                     B
86578X5BBD11G42R         HARLEY                   MOSS                     CANBERRA                 0                        1223                     B
75B29997407P55K844       REMY                     BURGESS                  SEVILLE                  0                        171                      B
E7V3HI85539396108Q       GAVIN                    HARRINGTON               GLASGOW                  0                        845                      B
90705NI7826G49315K       TONY                     GELLER                   ROME                     0                        1332                     B
928672W0940F3954T1       GAVIN                    GRAHAM                   KEFALONIA                0                        1375                     B
41A3651L86N88878         WALTER                   HENDRICKS                LEMNOS                   0                        522                      B
3IBVRUC95S7375           JAMES                    CUDDY                    COPEGHAGEN               0                        173                      B
500MF29699F66H           GRACE                    HALLER                   MONTEVIDEO               0                        381                      B
1717D388X895Q37          LORNA                    BAYERS                   MELBOURNE                0                        976                      B
238911B484132802         ROBERT                   JOHNSON                  JERUSALEM                0                        944                      B
00JL1H20857Y5B           CHANDLER                 CORLEONNE                SAMOS                    0                        336                      B
5024OC548T6B73N          MELINDA                  BREAM                    ROME                     0                        165                      B
7T346W1385308151         ERIC                     JOHNSON                  LILLE                    0                        153                      B
K7X2B6F989B649           OLIVER                   POND                     MUNICH                   0                        856                      B
Y31672N35YS0C45J         LUKE                     XAVIER                   PARIS                    0                        44                       B
236M4200GR6HSTS45        MAEVE                    QUEEN                    ALEXANDROUPOLI           0                        310                      B
76P3728K219L10555        RICK                     SCOFIELD                 MOSCOW                   0                        1126                     B
GBYSY985261642981X       DAVID                    BING                     BRISTOL                  0                        175                      B
G4723T7199PZ554          NAZIR                    LANG                     MONACO                   0                        299                      B
3Y4L730FS37H30223        JAMES                    LANCE                    DORTMUND                 0                        708                      B
7V5864547T3L8H49         RICK                     ORGANA                   LEEDS                    0                        751                      B
34T9947BP6A85J           JOYCE                    JONES                    ZAGREB                   0                        1428                     B
Y4W5Q8889MG45QW89        RAVEN                    FROST                    MALAGA                   0                        512                      B
53K01J41XQ5O164          ANGELLA                  PARKER                   MELBOURNE                0                        547                      B
555C29075O60ZY4K         NANCY                    SCOFIELD                 JOHANNESBURG             0                        1221                     B
912J23FJ4639871          WILL                     MURDOCK                  LAGOS                    0                        723                      B
41949363597470           HANNAH                   HENDRICKS                BARCELONA                0                        161                      B
52399L0SM99AL            LUKE                     JOHNSON                  FLORENCE                 0                        1300                     B
2AC6B08829B4F1YC47       MAEVE                    KAPOOR                   FLORENCE                 0                        958                      B
285P93941M33432          FLOYD                    GREY                     MALAGA                   0                        1097                     B
1J767138F2522C7          ERIC                     HOLMES                   CASABLANCA               0                        1188                     B
TQS6188140239Y07         LISA                     SULLIVAN                 BELIGRADE                0                        264                      B
035IN1YW27P091           ERIC                     XAVIER                   RHODES                   0                        257                      B
6P424885P113BQK          EMMA                     SINCLAIR                 FRANKFURT                0                        963                      B
R6068090LO449            CLAY                     LANCE                    CANBERRA                 0                        479                      B
46541J72304M97HJ7        LISA                     BLOOM                    CARACAS                  0                        62                       B
I0M89023513K793D         MARIE                    MILLAY                   MILAN                    0                        699                      B
0B4W1063443H58J793       MARY                     LANNISTER                GUATEMALA                0                        722                      B
227172M5H26IBF           MARIE                    SKYWALKER                MYTILENE                 0                        1032                     B
20KD9G70Z54Y233Q0        BRUCE                    GORDON                   IOANNINA                 0                        1099                     B
587C5P164736737          REMY                     SMOAK                    CHANIA                   0                        1340                     B
6Y2420480W6522           THOMAS                   SANCHEZ                  HAVANA                   0                        576                      B
7013442J4420UU329        JESSICA                  HALLER                   COPEGHAGEN               0                        1404                     B
A74136R57O59I454         GAVIN                    WHITE                    BILBAO                   0                        814                      B
5976CP47U7H18            MARIE                    BELSON                   ATLANTA                  0                        1176                     B
8186612646663933         RICK                     SKYWALKER                DUBLIN                   0                        1291                     B
2J5P94568751T218         MARY                     DENT                     BRISTOL                  0                        272                      B
0U276CH8088P19           LISA                     RODGERS                  MALTA                    0                        1141                     B
01C3Q0546X6153UV7P       CLARK                    SULLIVAN                 PARIS                    0                        225                      B
962A997577574168         FELICITY                 SCHRADER                 PARIS                    0                        1191                     B
710N244696I818           LORNA                    KAPOOR                   NEWCASTLE                0                        553                      B
01447I00CJ02G42          MELINDA                  BING                     CHANIA                   0                        1272                     B
9V305SD5BJB38T4          MARY                     GELLER                   JOHANNESBURG             0                        296                      B
5301W4VY94024UG16        CATHERINE                ALDERSON                 LYON                     0                        355                      B
154859NT31T9IS505B       GREGORY                  BAYERS                   LISBON                   0                        1169                     B
57D64J38T11X73132D       WALTER                   FLOOD                    PERTH                    0                        145                      B
876Z7305DA3B23A          MELINDA                  KYLE                     RHODES                   0                        1210                     B
04324J6LGX3586632        CHARLES                  GORDON                   STOCKHOLM                0                        23                       B
3Q44ZO04105268Y622       JOYCE                    SCHRADER                 CANBERRA                 0                        444                      B
7A1HSH598511W            ALANA                    HADLEY                   PARIS                    0                        624                      B
00365U8H69734314         LUCAS                    HOOPER                   DUBLIN                   0                        993                      B
H961846J0J4072           LINCOLN                  BANNER                   LIVERPOOL                0                        1160                     B
81KC9656549G64           LAURIE                   MORGAN                   RECIFE                   0                        436                      B
U50Q6N93N717Y            JEAN                     STARK                    KAVALA                   0                        716                      B
X9580D27519W5            AMY                      KEAN                     BILBAO                   0                        71                       B
995D7S8929J8AQ9          LISA                     MAY                      LYON                     0                        1169                     B
6705X32344B471120        STEVEN                   DURANT                   GUATEMALA                0                        701                      B
96X1T6A74Y962376         LEIA                     MURDOCK                  CHANIA                   0                        643                      B
316973R02Z94L1250        LENNY                    SHELBY                   MALTA                    0                        221                      B
49O9191276E54F           RAVEN                    HADLEY                   CARACAS                  0                        1385                     B
34827J67U6443            LENNY                    SNOW                     MYTILENE                 0                        157                      B
15932619687993           CHANDRA                  SNOW                     PERTH                    0                        239                      B
6W9481P1G1232698C3       LUCAS                    SCOFIELD                 SEVILLE                  0                        274                      B
769P41664P2640           FELICITY                 LECTER                   JERUSALEM                0                        972                      B
62R6547706185            PEGGY                    JONES                    PERTH                    0                        549                      B
1V7E283272W95S841G       GRACE                    DARKHOLME                COPEGHAGEN               0                        101                      B
ZX0P9556419N4            STEVEN                   UNDERWOOD                MALAGA                   0                        987                      B
7D4L013023LV96055        TONY                     MILLAY                   ZAGREB                   0                        871                      B
HT92635300409L1710       GRACE                    CUDDY                    LARNACA                  0                        1177                     B
476613839ZF91            JEAN                     ADLER                    BOSTON                   0                        1282                     B
G4X4I10I3LR4995          MAX                      RODGERS                  LARNACA                  0                        1406                     B
366P9R01410E3815         MARIE                    QUEEN                    ALEXANDROUPOLI           0                        694                      B
1045D6U958A215M0         JESSICA                  SMOAK                    MONTEVIDEO               0                        564                      B
87574A56412140           JOYCE                    COULSON                  BOLOGNA                  0                        696                      B
588O8E376LP54W           MARIE                    LANG                     RABAT                    0                        963                      B
2124X6VE5324222Y         ELLIOT                   KHAN                     GUATEMALA                0                        293                      B
45X8H418146ECO           BERNARD                  TYLER                    MALAGA                   0                        358                      B
MVDS431080Z1X98316       LINCOLN                  FLOOD                    BIRMINGHAM               0                        1209                     B
91322054M9GN782V00       DEXTER                   RICHARDS                 CARACAS                  0                        1414                     B
T8E62939X420447J3W       BARRY                    SULLIVAN                 LILLE                    0                        367                      B
O6I34528992498Q          CHANDLER                 GREEN                    ALEXANDRIA               0                        1144                     B
70A5273427C59VJ          DEXTER                   DANE                     BUDAPEST                 0                        258                      B
68U262738135791          MARY                     DARKHOLME                HAVANA                   0                        352                      B
